SPDES Permit Number,Outfall Number,CSO Identification Number,Facility Name,Facility Owner Name,Receiving Waterbody Name,Number of Permitted Outfalls,Discharge Activation Type,Number of Overflow Events,Timeframe of Overflow Events Information,Data as of,Link to Real-time Information,DEC Region,County,Latitude,Longtitude,Location 1,NYS Municipal Boundaries,New York Zip Codes,Counties
NY0026310,7,NY0026310-007,Newburgh WPCP,City of Newburgh,Hudson River,13,Monitoring,32,2013,2015,,3,Orange,41.502778,-74.005,"{'latitude': '41.502778', 'longitude': '-74.005'}",891,987,2134
NY0031429,139,NY0031429-139,Utica CSO,City of Utica,Nail Creek,47,Observation,3,May 2008 - April 2009,2015,,6,Oneida,43.100556,-75.247222,"{'latitude': '43.100556', 'longitude': '-75.247222'}",984,1465,625
NY0099309,27,NY0099309-027,Troy CSO,City of Troy,Hudson River,49,Model,50,5 year average,2015,,4,Rensselaer,42.734722,-73.689444,"{'latitude': '42.734722', 'longitude': '-73.689444'}",110,11,2138
NY0028410,46,NY0028410-046,Bird Island WWTF,Buffalo Sewer Authority,Cazevonia Creek,52,Model,1,Average year,2015,,9,Erie,42.858889,-78.820278,"{'latitude': '42.858889', 'longitude': '-78.820278'}",300,66,2041
NY0028410,28,NY0028410-028,Bird Island WWTF,Buffalo Sewer Authority,Buffalo River,52,Model,69,Average year,2015,,9,Erie,42.860556,-78.832222,"{'latitude': '42.860556', 'longitude': '-78.832222'}",300,66,2041
NY0099309,37,NY0099309-037,Troy CSO,City of Troy,Hudson River,49,Model,50,5 year average,2015,,4,Rensselaer,42.723611,-73.697778,"{'latitude': '42.723611', 'longitude': '-73.697778'}",110,11,2030
NY0026204,34,NY0026204-034,NYCDEP - Newtown Creek WPCP,NYC DEP,East River,79,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.75517,-73.961606,"{'latitude': '40.75517', 'longitude': '-73.961606'}",749,,2095
NY0026191,8,NY0026191-008,NYCDEP - Hunt's Point WPCP,NYC DEP,Bronx River,33,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Bronx,40.818958,-73.881411,"{'latitude': '40.818958', 'longitude': '-73.881411'}",307,,2032
NY0026191,37,NY0026191-037,NYCDEP - Hunt's Point WPCP,NYC DEP,Shore Road Lagoon,33,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Bronx,40.866847,-73.801464,"{'latitude': '40.866847', 'longitude': '-73.801464'}",307,,2032
NY0026131,13,NY0026131-013,NYCDEP - Wards Island WPCP,NYC DEP,East River,74,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.777674,-73.942547,"{'latitude': '40.777674', 'longitude': '-73.942547'}",749,583,2095
NY0031429,17,NY0031429-017,Utica CSO,City of Utica,Ballou Creek,47,Observation,15,May 2008 - April 2009,2015,,6,Oneida,43.095833,-75.22,"{'latitude': '43.095833', 'longitude': '-75.22'}",984,1464,625
NY0027073,7,NY0027073-007,NYCDEP - Red Hook WPCP,NYC DEP,East River,32,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.70455,-73.988457,"{'latitude': '40.70455', 'longitude': '-73.988457'}",894,880,2095
NY0026158,28,NY0026158-028,NYCDEP - Bowery Bay WPCP,NYC DEP,East River,44,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.76152,-73.945683,"{'latitude': '40.76152', 'longitude': '-73.945683'}",196,873,2095
NY0026310,9,NY0026310-009,Newburgh WPCP,City of Newburgh,Hudson River,13,Monitoring,37,2013,2015,,3,Orange,41.506389,-74.005,"{'latitude': '41.506389', 'longitude': '-74.005'}",891,987,2134
NY0027073,9,NY0027073-009,NYCDEP - Red Hook WPCP,NYC DEP,East River,32,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.704342,-73.990766,"{'latitude': '40.704342', 'longitude': '-73.990766'}",894,880,2095
NY0099309,30,NY0099309-030,Troy CSO,City of Troy,Hudson River,49,Model,21,5 year average,2015,,4,Rensselaer,42.731944,-73.693333,"{'latitude': '42.731944', 'longitude': '-73.693333'}",110,11,2030
NY0026107,24,NY0026107-024,NYCDEP - Port Richmond WPCF,NYC DEP,Newark Bay,36,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Richmond,40.644367,-74.17156,"{'latitude': '40.644367', 'longitude': '-74.17156'}",585,,2532
NY0022403,3,NY0022403-003,Little Falls WWTP,City of Little Falls,Mohawk River,3,Monitoring,31,2013,2015,,6,Herkimer,43.040833,-74.846944,"{'latitude': '43.040833', 'longitude': '-74.846944'}",675,570,2088
NY0028410,39,NY0028410-039,Bird Island WWTF,Buffalo Sewer Authority,Cazevonia Creek,52,Model,0,Average year,2015,,9,Erie,42.853611,-78.812778,"{'latitude': '42.853611', 'longitude': '-78.812778'}",300,109,2041
NY0023761,2,NY0023761-002,Target Hill WWTP,US Army Garrison,Hudson River,1,Observation,No Data,No Data,2015,,3,Orange,41.389722,-73.953333,"{'latitude': '41.389722', 'longitude': '-73.953333'}",874,857,2134
NY0028410,64,NY0028410-064,Bird Island WWTF,Buffalo Sewer Authority,Buffalo River,52,Model,56,Average year,2015,,9,Erie,42.866389,-78.868333,"{'latitude': '42.866389', 'longitude': '-78.868333'}",300,34,2041
NY0031046,5,NY0031046-005,Cohoes CSO,City of Cohoes,Mohawk River,16,Model,11,5 year average,2015,,4,Albany,42.777778,-73.685556,"{'latitude': '42.777778', 'longitude': '-73.685556'}",835,1176,2141
NY0026107,34,NY0026107-034,NYCDEP - Port Richmond WPCF,NYC DEP,Kill Van Kull,36,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Richmond,40.643204,-74.11402,"{'latitude': '40.643204', 'longitude': '-74.11402'}",585,613,2139
NY0026239,4,NY0026239-004,NYCDEP - Tallmans Island WPCP,NYC DEP,East River,22,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.79714,-73.812911,"{'latitude': '40.79714', 'longitude': '-73.812911'}",196,,2137
NY0026107,35,NY0026107-035,NYCDEP - Port Richmond WPCF,NYC DEP,Kill Van Kull,36,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Richmond,40.640243,-74.12611,"{'latitude': '40.640243', 'longitude': '-74.12611'}",585,,2139
NY0183695,4,NY0183695-004,Washington County S.D. 2 STP,Washington County,Hudson River,11,Model,4,5 year average,2015,,5,Washington,43.264722,-73.588333,"{'latitude': '43.264722', 'longitude': '-73.588333'}",726,92,2184
NY0026247,17,NY0026247-017,NYCDEP - North River WPCF,NYC DEP,Harlem River,52,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.859481,-73.918842,"{'latitude': '40.859481', 'longitude': '-73.918842'}",749,,2095
NY0026239,12,NY0026239-012,NYCDEP - Tallmans Island WPCP,NYC DEP,Flushing River,22,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.772002,-73.849737,"{'latitude': '40.772002', 'longitude': '-73.849737'}",196,,2137
NY0099309,013B,NY0099309-013B,Troy CSO,City of Troy,Hudson River,49,Model,23,5 year average,2015,,4,Rensselaer,42.772222,-73.680278,"{'latitude': '42.772222', 'longitude': '-73.680278'}",110,12,2030
NY0026247,51,NY0026247-051,NYCDEP - North River WPCF,NYC DEP,Hudson River,52,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.766393,-73.997713,"{'latitude': '40.766393', 'longitude': '-73.997713'}",749,,2095
NY0028410,7,NY0028410-007,Bird Island WWTF,Buffalo Sewer Authority,Black Rock Canal,52,Observation,No Data,No Data,2015,,9,Erie,42.922222,-78.922222,"{'latitude': '42.922222', 'longitude': '-78.922222'}",,,
NY0026158,13,NY0026158-013,NYCDEP - Bowery Bay WPCP,NYC DEP,Newtown Creek,44,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.73962,-73.952754,"{'latitude': '40.73962', 'longitude': '-73.952754'}",196,873,2137
NY0020389,5,NY0020389-005,Catskill WWTP,Village of Catskill,Hans Vosenkill Creek,6,Observation,No Data,2013,2015,,4,Greene,42.224444,-73.869444,"{'latitude': '42.224444', 'longitude': '-73.869444'}",760,89,2087
NY0028410,61,NY0028410-061,Bird Island WWTF,Buffalo Sewer Authority,Black Rock Canal,52,Model,10,Average year,2015,,9,Erie,42.920833,-78.900278,"{'latitude': '42.920833', 'longitude': '-78.900278'}",300,69,2041
NY0031429,142,NY0031429-142,Utica CSO,City of Utica,Junction Chamber 7,47,Observation,13,May 2008 - April 2009,2015,,6,Oneida,43.107222,-75.241667,"{'latitude': '43.107222', 'longitude': '-75.241667'}",984,1465,625
NY0027073,1,NY0027073-001,NYCDEP - Red Hook WPCP,NYC DEP,East River,32,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.704222,-73.977271,"{'latitude': '40.704222', 'longitude': '-73.977271'}",894,,2090
NY0025984,21,NY0025984-021,Watertown WPCP,City of Watertown,Black River,16,Monitoring,0,2013,2015,,6,Jefferson,43.976944,-75.976944,"{'latitude': '43.976944', 'longitude': '-75.976944'}",840,1466,2089
NY0029351,5,NY0029351-005,Kingston WWTF,City of Kingston,Rondout Creek,13,Model,59,2013,2015,,3,Ulster,41.909722,-73.9825,"{'latitude': '41.909722', 'longitude': '-73.9825'}",436,259,2182
NY0026247,18,NY0026247-018,NYCDEP - North River WPCF,NYC DEP,Harlem River,52,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.85712,-73.921562,"{'latitude': '40.85712', 'longitude': '-73.921562'}",749,793,2095
NY0026255,6,NY0026255-006,Poughkeepsie WPCP,City of Poughkeepsie,Hudson River,6,Monitoring,26,2013,2015,,3,Dutchess,41.709444,-73.941389,"{'latitude': '41.709444', 'longitude': '-73.941389'}",588,,2040
NY0026158,35,NY0026158-035,NYCDEP - Bowery Bay WPCP,NYC DEP,East River,44,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.782651,-73.919963,"{'latitude': '40.782651', 'longitude': '-73.919963'}",196,877,2137
NY0026239,19,NY0026239-019,NYCDEP - Tallmans Island WPCP,NYC DEP,East River,22,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.78911,-73.854464,"{'latitude': '40.78911', 'longitude': '-73.854464'}",196,826,2137
NY0026204,14,NY0026204-014,NYCDEP - Newtown Creek WPCP,NYC DEP,Wallabout Bay,79,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.705196,-73.969288,"{'latitude': '40.705196', 'longitude': '-73.969288'}",894,889,2090
NY0026247,23,NY0026247-023,NYCDEP - North River WPCF,NYC DEP,Hudson River,52,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.745849,-74.011499,"{'latitude': '40.745849', 'longitude': '-74.011499'}",749,,2095
NY0027081,069 (PSO),NY0027081-069 (PSO),Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Harbor Brook,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.036389,-76.193889,"{'latitude': '43.036389', 'longitude': '-76.193889'}",699,733,2132
NY0099309,23,NY0099309-023,Troy CSO,City of Troy,Hudson River,49,Model,22,5 year average,2015,,4,Rensselaer,42.740833,-73.686944,"{'latitude': '42.740833', 'longitude': '-73.686944'}",110,11,2138
NY0026247,2,NY0026247-002,NYCDEP - North River WPCF,NYC DEP,Hudson River,52,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.832529,-73.951189,"{'latitude': '40.832529', 'longitude': '-73.951189'}",749,758,2095
NY0021873,002B,NY0021873-002B,Medina WWTP,Village of Medina,Oak Orchard Creek,13,Observation,Average of <4 overflows annually,No Data,2015,,8,Orleans,43.212778,-78.386111,"{'latitude': '43.212778', 'longitude': '-78.386111'}",499,934,626
NY0029173,2,NY0029173-002,Waterford WWTP,Town of Waterford,Mohawk River,4,Observation,No Data,2013,2015,,5,Saratoga,42.786944,-73.679167,"{'latitude': '42.786944', 'longitude': '-73.679167'}",992,18,2141
NY0027081,58,NY0027081-058,Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Onondaga Creek,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.051111,-76.158333,"{'latitude': '43.051111', 'longitude': '-76.158333'}",687,713,2132
NY0025747,15,NY0025747-015,Albany CSO,Albany Water Board,Hudson River,12,Model,10,5 year average,2015,,4,Albany,42.639444,-73.751667,"{'latitude': '42.639444', 'longitude': '-73.751667'}",814,39,2030
NY0027081,44,NY0027081-044,Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Onondaga Creek,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.030556,-76.159444,"{'latitude': '43.030556', 'longitude': '-76.159444'}",687,725,2132
NY0026131,52,NY0026131-052,NYCDEP - Wards Island WPCP,NYC DEP,Harlem River,74,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.84326,-73.930618,"{'latitude': '40.84326', 'longitude': '-73.930618'}",749,798,2095
NY0099309,38,NY0099309-038,Troy CSO,City of Troy,Hudson River,49,Model,34,5 year average,2015,,4,Rensselaer,42.721944,-73.698056,"{'latitude': '42.721944', 'longitude': '-73.698056'}",110,11,2030
NY0026689,26,NY0026689-026,Yonkers Joint WWTP,Westchester County Department of Environmental Facilities,Hudson River,4,Observation,No Data,No Data,2015,,3,Westchester,41.038056,-73.8725,"{'latitude': '41.038056', 'longitude': '-73.8725'}",974,1252,2185
NY0026310,4,NY0026310-004,Newburgh WPCP,City of Newburgh,Hudson River,13,Monitoring,31,2013,2015,,3,Orange,41.495556,-74.006111,"{'latitude': '41.495556', 'longitude': '-74.006111'}",891,987,2134
NY0027081,48,NY0027081-048,Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Onondaga Creek,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.026944,-76.158889,"{'latitude': '43.026944', 'longitude': '-76.158889'}",687,725,2132
NY0031429,51,NY0031429-051,Utica CSO,City of Utica,Nail Creek,47,Observation,6,May 2008 - April 2009,2015,,6,Oneida,43.086389,-75.2575,"{'latitude': '43.086389', 'longitude': '-75.2575'}",984,1464,625
NY0027081,80,NY0027081-080,Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Onondaga Creek,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.050833,-76.158333,"{'latitude': '43.050833', 'longitude': '-76.158333'}",687,713,2132
NY0026191,26,NY0026191-026,NYCDEP - Hunt's Point WPCP,NYC DEP,East River,33,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Bronx,40.824069,-73.813915,"{'latitude': '40.824069', 'longitude': '-73.813915'}",307,678,2032
NY0027081,7,NY0027081-007,Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Harbor Brook,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.05,-76.173889,"{'latitude': '43.05', 'longitude': '-76.173889'}",687,713,2132
NY0026191,22,NY0026191-022,NYCDEP - Hunt's Point WPCP,NYC DEP,Eastchester Bay,33,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Bronx,40.815666,-73.797754,"{'latitude': '40.815666', 'longitude': '-73.797754'}",307,,
NY0025747,32,NY0025747-032,Albany CSO,Albany Water Board,Hudson River,12,Model,37,5 year average,2015,,4,Albany,42.659722,-73.738611,"{'latitude': '42.659722', 'longitude': '-73.738611'}",814,44,2030
NY0031046,14,NY0031046-014,Cohoes CSO,City of Cohoes,Eagles Nest Ravine to Mohawk River,16,Model,No Data,5 year average,2015,,4,Albany,42.774444,-73.708333,"{'latitude': '42.774444', 'longitude': '-73.708333'}",835,1176,2030
NY0026204,75,NY0026204-075,NYCDEP - Newtown Creek WPCP,NYC DEP,Hudson River,79,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.724824,-74.01188,"{'latitude': '40.724824', 'longitude': '-74.01188'}",749,738,2095
NY0026131,2,NY0026131-002,NYCDEP - Wards Island WPCP,NYC DEP,East River,74,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.766428,-73.950643,"{'latitude': '40.766428', 'longitude': '-73.950643'}",749,,2095
NY0026204,74,NY0026204-074,NYCDEP - Newtown Creek WPCP,NYC DEP,Hudson River,79,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.722987,-74.01225,"{'latitude': '40.722987', 'longitude': '-74.01225'}",749,737,2095
NY0026689,7,NY0026689-007,Yonkers Joint WWTP,Westchester County Department of Environmental Facilities,Spain Brook,4,Monitoring,7,2013,2015,,3,Westchester,40.988889,-73.846389,"{'latitude': '40.988889', 'longitude': '-73.846389'}",974,1445,2185
